anime_id,name,genre,type,episodes
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",TV,13
6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3
27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13
21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Comedy, Police, Slice of Life",TV,373
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4
1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1
9510,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8
5751,Prince of Tennis: Another Story - Messages From Past and Future,"Comedy, School, Shounen, Sports",OVA,4
3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6
6956,Working!!,"Comedy, Slice of Life",TV,13
9441,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78
2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12
71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24
10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22
9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13
3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26
2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1
32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",OVA,8
2963,Minami-ke,"Comedy, School, Slice of Life",TV,13
87,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1
20,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220
31953,New Game!,"Comedy, Slice of Life",TV,12
28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen",OVA,1
1002,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6
9471,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2
150,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,50
60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24
19671,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7
120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26
74,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26
30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1
8426,Hourou Musuko,"Drama, School, Slice of Life",TV,11
33209,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14
2547,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46
22101,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1
16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24
22819,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1
9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2
477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13
6772,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1
5177,Denpa-teki na Kanojo,"Mystery, School, Thriller",OVA,2
2229,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",TV,46
6927,Higashi no Eden Soushuuhen: Air Communication,"Comedy, Mystery, Romance",Movie,1
4811,Ichigo Mashimaro Encore,"Comedy, Slice of Life",OVA,2
13403,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1
228,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",TV,26
30952,New Initial D Movie: Legend 3 - Mugen,"Cars, Seinen, Sports",Movie,1
24135,Nobunaga Concerto,"Historical, Romance, Shounen",TV,10
12021,Poyopoyo Kansatsu Nikki,"Comedy, Seinen, Slice of Life",TV,52
17249,Pretty Rhythm: Rainbow Live,"Music, Shoujo, Slice of Life, Sports",TV,51
1011,Ranma ½ Super,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",OVA,3
18119,Servant x Service,"Comedy, Slice of Life",TV,13
2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24
6046,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy, Magic, Military",Movie,1
9000,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",Movie,1
10717,Towa no Quon 6: Towa no Quon,"Action, Super Power, Supernatural",Movie,1
31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",TV,13
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","Drama, Fantasy, Romance, Shoujo",OVA,1
531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1
4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,"Action, Mecha, Military, School, Super Power",OVA,1
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,Special,1
4725,Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller",TV,12
6637,Higashi no Eden Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,1
255,Jungle wa Itsumo Hare nochi Guu Final,"Comedy, Slice of Life",OVA,7
23385,Kyoukai no Kanata: Shinonome,"Fantasy, Slice of Life, Supernatural",Special,1
1418,Lupin III: Episode 0 &quot;First Contact&quot;,"Action, Adventure, Comedy, Mystery, Shounen",Special,1
14511,Minami-ke Tadaima,"Comedy, School, Slice of Life",TV,13
10389,Momo e no Tegami,"Drama, Supernatural",Movie,1
7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1
32729,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",TV,13
2112,Over Drive,"Shounen, Sports",TV,26
208,R.O.D OVA,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,3
1008,Ranma ½ Specials,"Comedy, Drama, Romance, Shounen",OVA,2
65,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1
3470,Special A,"Comedy, Romance, School, Shoujo",TV,24
540,Tenchi Muyou! Ryououki 2nd Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6
26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22
1293,Urusei Yatsura,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,195
856,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26
2214,Black Jack 21,"Action, Drama",TV,17
32108,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1
123,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",TV,52
488,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12
3603,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror, Shounen, Vampire",Movie,1
32268,Koyomimonogatari,"Comedy, Mystery, Supernatural",ONA,12
7270,Mobile Suit Gundam 00 Special Edition,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3
1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",OVA,13
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1
9745,Sengoku Basara Movie: The Last Party,"Action, Historical, Martial Arts, Samurai, Super Power",Movie,1
21843,Shingeki no Bahamut: Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",TV,12
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",OVA,6
14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13
24151,Ao Haru Ride OVA,"Romance, School, Shoujo, Slice of Life",OVA,2
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1
24913,Bokura wa Minna Kawaisou: Hajimete no,"Comedy, Romance, School, Slice of Life",Special,1
31478,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",TV,12
28479,Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen",Movie,1
2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787
240,Genshiken,"Comedy, Parody, Slice of Life",TV,12
1301,Ginga Tetsudou 999 (Movie),"Adventure, Drama, Fantasy, Sci-Fi, Space",Movie,1
18619,Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,"Military, School",OVA,1
9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52
3731,Itazura na Kiss,"Comedy, Romance, Shoujo",TV,25
1412,Lupin III,"Action, Adventure, Comedy, Shounen",TV,23
20785,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",TV,26
2985,Majin Tantei Nougami Neuro,"Comedy, Demons, Mystery, Shounen, Supernatural",TV,25
1483,Master Keaton,"Adventure, Mystery",TV,24
10161,No.6,"Action, Sci-Fi",TV,11
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1
5507,Senjou no Valkyria,"Action, Military, Romance",TV,26
6444,Tegamibachi,"Adventure, Fantasy, Shounen, Supernatural",TV,25
10715,Towa no Quon 4: Guren no Shoushin,"Action, Super Power, Supernatural",Movie,1
95,Turn A Gundam,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,50
8247,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1
20031,D-Frag!,"Comedy, Game, School, Seinen",TV,12
7471,Detective Conan Movie 09: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1
28669,Go! Princess Precure,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,50
2026,Hayate no Gotoku!,"Action, Comedy, Harem, Parody, Romance",TV,52
450,InuYasha: Kagami no Naka no Mugenjo,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1
32491,Kanojo to Kanojo no Neko: Everything Flows,"Psychological, Romance, Slice of Life",TV,4
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,"Action, Mystery, Romance, Super Power, Thriller",Movie,1
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,"Adventure, Fantasy, Psychological",Special,1
15439,"Kono Danshi, Ningyo Hiroimashita.","Fantasy, Shounen Ai",OVA,1
19669,Kuroko no Basket: Baka ja Katenai no yo!,"Comedy, School, Shounen, Sports",OVA,1
25015,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen,"Action, Fantasy, Supernatural",Movie,1
331,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45
33338,One Piece: Heart of Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Special,1
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1
10278,The iDOLM@STER,"Comedy, Drama, Music",TV,25
2557,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",TV,40
1830,Utawarerumono Specials,"Action, Comedy, Drama, Fantasy",Special,6
24405,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",TV,73
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action, Mecha, Sci-Fi, Super Power",TV,12
740,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",TV,43
2213,Black Jack (TV),Drama,TV,61
371,Cardcaptor Sakura Movie 1,"Comedy, Drama, Fantasy, Magic, Shoujo",Movie,1
7303,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1
1813,Genshiken OVA,"Comedy, Parody, Slice of Life",OVA,3
16528,Hal,"Romance, Sci-Fi, Shoujo",Movie,1
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1
6372,Higashi no Eden Movie I: The King of Eden,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",Movie,1
17,Hungry Heart: Wild Striker,"Comedy, Shounen, Slice of Life, Sports",TV,52
3931,Initial D Battle Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1
24439,Kekkai Sensen,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12
23441,Love Stage!! OVA,"Comedy, Romance, Shounen Ai",OVA,1
1915,Mahou Shoujo Lyrical Nanoha StrikerS,"Action, Comedy, Drama, Magic, Super Power",TV,26
323,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13
2313,Muumindani no Suisei,"Adventure, Comedy, Fantasy, Kids",Movie,1
584,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24
24543,Persona 3 the Movie 3: Falling Down,"Action, Fantasy, Seinen, Supernatural",Movie,1
6634,Sengoku Basara Two,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12
355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",TV,13
1279,Taiyou no Ko Esteban,"Adventure, Historical, Sci-Fi",TV,39
10033,Toriko,"Action, Adventure, Comedy, Fantasy, Shounen",TV,147
11531,UN-GO: Inga-ron,"Mystery, Supernatural",Movie,1
25341,Diamond no Ace OVA,"Comedy, School, Shounen, Sports",OVA,3
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1
32979,Flip Flappers,"Comedy, Sci-Fi",TV,13
132,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49
14467,K,"Action, Super Power, Supernatural",TV,13
8532,Katekyo Hitman Reborn! Special,"Comedy, Shounen",ONA,1
1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",TV,52
9136,Kuroshitsuji II Specials,"Comedy, Fantasy, Parody, Shounen, Supernatural",Special,6
2227,Lady Lady!!,"Drama, Historical",TV,21
7627,Mitsudomoe,"Comedy, School, Slice of Life",TV,13
6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24
1650,Uchuu Senkan Yamato,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26
2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",TV,40
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action, Comedy, School, Shounen",Movie,1
2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1
32915,Durarara!!x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural",Special,1
1395,Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports",OVA,5
10471,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3
5231,Inazuma Eleven,"Shounen, Sports, Super Power",TV,127
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1
12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",TV,13
324,Mobile Police Patlabor: On Television,"Comedy, Mecha, Police, Sci-Fi",TV,47
709,Mujin Wakusei Survive,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52
21755,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10
32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1
33157,Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life",Special,Unknown
23701,Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1
10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",Movie,1
1924,Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1
33350,Zhen Hun Jie,"Action, Supernatural",ONA,24
3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2
7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13
530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46
3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16
1281,Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19
24765,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12
129,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50
7661,Giant Killing,"Drama, Seinen, Sports",TV,26
31997,Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1
6116,Mainichi Kaasan,"Comedy, Slice of Life",TV,142
16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1
10500,Ojiisan no Lamp,"Drama, Historical",Movie,1
14123,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids",ONA,1
10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,"Shounen, Sports",OVA,4
8675,Seitokai Yakuindomo,"Comedy, School, Shounen, Slice of Life",TV,13
1557,Shounen Onmyouji,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26
14289,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13
11743,Toaru Majutsu no Index: Endymion no Kiseki,"Action, Magic, Sci-Fi, Super Power",Movie,1
30458,Tokyo Ghoul: &quot;Jack&quot;,"Action, Drama, Horror, School, Seinen, Supernatural",OVA,1
29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26
11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12
31821,Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",TV,8
14967,Boku wa Tomodachi ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12
12049,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1
1393,Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8
19191,Ghost in the Shell: Arise - Border:2 Ghost Whispers,"Mecha, Police, Psychological, Sci-Fi",Movie,1
10935,Hourou Musuko Specials,"Drama, School",Special,2
24781,Imawa no Kuni no Alice (OVA),"Action, Psychological, Shounen, Supernatural, Thriller",OVA,3
21327,Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,12
10568,Kamisama no Memochou,Mystery,TV,12
1087,Kimagure Orange☆Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48
33605,Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20
15051,Love Live! School Idol Project,"Music, School, Slice of Life",TV,13
11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12
23301,Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4
5493,Ranma ½: Akumu! Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1
969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26
32681,Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",TV,13
2202,Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1
7762,"Yondemasu yo, Azazel-san.","Comedy, Demons, Supernatural",OVA,4
10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12
880,Aa! Megami-sama!: Sorezore no Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22
15061,Aikatsu!,"Music, School, Shoujo, Slice of Life",TV,178
110,Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,52
23251,Gugure! Kokkuri-san,"Comedy, Shounen, Supernatural",TV,12
587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6
12725,Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1
11013,Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural",TV,12
452,InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1
1579,Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25
32869,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",Movie,1
6793,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1
6172,Layton Kyouju to Eien no Utahime,Mystery,Movie,1
21105,Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10
194,Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5
3001,Moyashimon,"Comedy, School, Supernatural",TV,11
8190,Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1
4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24
18139,Tonari no Seki-kun,"Comedy, School, Seinen",TV,21
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"Shounen, Supernatural",TV,12
32015,Ajin OVA,"Action, Horror, Mystery, Seinen, Supernatural",OVA,3
22147,Amagi Brilliant Park,"Comedy, Magic",TV,13
1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50
67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1
14345,Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26
10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25
14669,Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1
1478,City Hunter: Goodbye My Sweetheart,"Adventure, Comedy, Shounen",Special,1
8331,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1
455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26
18507,Free!,"Comedy, School, Slice of Life, Sports",TV,12
27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1
17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13
26023,Haiyore! Nyaruko-san F,"Comedy, Parody, Romance, Sci-Fi",OVA,1
21075,Hetalia: The Beautiful World Extra Disc,"Comedy, Historical, Parody",OVA,1
8217,Jewelpet Twinkle☆,"Fantasy, Magic, School, Shoujo",TV,52
617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1
31798,Kiznaiver,"Drama, Sci-Fi",TV,12
9396,Mitsudomoe Special,"Comedy, School, Slice of Life",Special,1
11371,New Prince of Tennis,"Action, Comedy, Shounen, Sports",TV,13
32542,Sakamoto desu ga?,"Comedy, School, Seinen",TV,12
5306,Tales of Symphonia The Animation: Tethe&#039;alla-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4
2268,Tatakae! Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",TV,98
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26
22729,Aldnoah.Zero,"Action, Mecha, Sci-Fi",TV,12
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1
5348,Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1
